sl_no,project_code,legacy_ocms_code,pmgid,project_name,state,implementing_agency,start_date,original_completion_date,revised_completion_date,original_cost,revised_cost,cumulative_expenditure,physical_progress,reporting_period,source_filename
1718,619156,,,4 Laning of Paramakudi to Ramanathapuram Section of NH-87 Old NH-49,Tamil Nadu,National Highways Authority of India [NHAI],2025-07,2028-05,2028-06,1853.16,1853.16,24.3,0,2026-05,FlashReport_May2026.pdf
1719,619161,,11816,Access Controlled Highway of 4 Lane with Paved Shoulders from Tiruvallur Design Chainage Km 1756 to TN/AP Broder Design Chainage Km 6151 of NH-716 Chennai- Tirupati Package-1,Tamil Nadu,National Highways Authority of India [NHAI],2024-03,2026-12,2027-03,1376.1,1247.7,133.97,37.27,2026-05,FlashReport_May2026.pdf
1720,619222,,11910,"Balance works of four lane from km 43.950 Thiruvallur Bypass to km 61.470 Veppampattu Bypass passing through Thannerkulam, Thozur and Sevapet Bypass 17.520 kms of Tirupathi- Tiruttani- Chennai section of NH 205",Tamil Nadu,National Highways Authority of India [NHAI],2022-03,2024-09,2026-06,467.99,699.68,451.47,97.92,2026-05,FlashReport_May2026.pdf
1721,617913,N24000987,,6-laning of km 9.900 to km 19/948 Aramgarh to Shamshabad Section of Hyderabad- Bangalore section of NH-44 Under NHO EPC basis in the state of Telangana,Telangana,MoRTH,2018-01,2020-05,2026-06,283.15,300.7,480.38,92.62,2026-05,FlashReport_May2026.pdf
1722,617936,N24000981,,Widening to two/four lane with paved shoulder from Km.180.600 to Km.223.000 of NH-63 on Nizamabad-Jagadalpur road on EPC mode under NHO in the state of Telangana.,Telangana,MoRTH,2016-10,2019-03,,253.99,183.26,0,100,2026-05,FlashReport_May2026.pdf
1723,617939,,10143,6-Laning of Pune-Hyderabad Section of NH-65 from Km 493/0 to Km 524/0 from Sangareddy X Roads to Madinaguda in the State of Telangana,Telangana,MoRTH,2023-03,2026-07,2026-07,1297.75,1297.75,0,37.5,2026-05,FlashReport_May2026.pdf
1724,617940,N24002004,10144,"Rehabilitation and Upgradation of LB-Nagar to Malkapur section to 6-Lane main carriageway with service roads, drains cum footpath, including VUPs and widening of Minor bridge & road safety provisions from Km. 15/00 to Km 40/00 of NH-65 Old NH-9 under NH O for the year 2020-21 in the state of Telangana on EPC Mode.",Telangana,MoRTH,2021-03,2024-07,2026-07,545.11,545.11,275.13,81.79,2026-05,FlashReport_May2026.pdf
1725,617980,N24000994,10157,Construction of six lane elevated corridor from km 7.950 Uppal to km 14.200 of NH- 163 to De-Congest the urban limits of Hyderabad-Bhoopalapatnam section on EPC mode in the state of Telangana,Telangana,MoRTH,2018-03,2020-07,2026-10,626.76,626.76,16.13,52.32,2026-05,FlashReport_May2026.pdf
1726,617981,,,Widening to Two with Paved shoulders from Km 59.500 to Km 132.033 of Manneguda- Ravunapally section of NH-163 Erstwhile SH-4 in the State of Telangana on EPC mode under NH O Annual Plan 2016-17,Telangana,MoRTH,2017-03,2019-05,2026-05,359,359,0,99.92,2026-05,FlashReport_May2026.pdf
1727,617982,N24000988,,Widening and strengthening of existing 2-lane to 2- lane with paved shoulders from km 159/0 to 165/4 and 186/0 to 215/0 of NH-163 on EPC mode int the state of Telangana,Telangana,MoRTH,2018-01,2019-11,2020-12,230.03,230.03,0,0,2026-05,FlashReport_May2026.pdf
1728,617983,N24001925,,Widening & Strengthening of Existing 2LPS to 4 lane PS from Km 150000 to Km 159000 and Km 165400 to Km 186000 of NH-163 old NH-202 under NH O for the year 2020-21 on EPC Mode in the state of Telangana.,Telangana,MoRTH,2021-03,2024-07,2026-06,317.19,300.56,175.28,88,2026-05,FlashReport_May2026.pdf
1729,617992,N24001281,,Rehabilitation & upgradation of NH - 167 from design km 187.723 to 234.434 Miryalaguda to Kodad section to two lane with paved shoulder on EPC mode in the state of Telangana,Telangana,MoRTH,2018-03,2020-09,2026-06,322.81,322.81,148.48,98.14,2026-05,FlashReport_May2026.pdf
1730,617993,,,Rehabilitation and upgradation of NH-167 from design km 157.707 to 187.723 design length 30.016 km to two lane with paved shoulders of Alinagar-Miryalaguda Sec on EPC mode in the state of Telangana,Telangana,MoRTH,2018-02,2019-11,2026-06,220.28,220.28,0,97.74,2026-05,FlashReport_May2026.pdf
1731,617994,N24001263,,Rehabilitation and upgradation of NH-167 from design km 113.900 to 154.479 Mallepally Haliya section to two lane with paved shoulders on EPC mode in the stte of Telangana,Telangana,MoRTH,2018-02,2019-11,2025-12,294.13,257.61,239.25,88.22,2026-05,FlashReport_May2026.pdf
1732,617995,N24001323,,Widening to Two Lane with Paved Shoulders from Km 67.000 to Km 114.425 of Kalwakurthy- Mallapally Section of NH 167 Erstwhile section of SH 18 in the State of Telangana on EPC mode under NH O Annual Plan 2016-17,Telangana,MoRTH,2017-01,2019-05,2025-12,300,300,175.1,99.2,2026-05,FlashReport_May2026.pdf
1733,617996,N24002132,,Widening to 2/4 Lane with paved shoulders from Km 182.120 to Km 227.600 of NH 167 on Haggari-Jadcherla Road on EPC mode under NHO in the state of Telangana,Telangana,MoRTH,2016-10,2019-02,2026-03,298,298,234.7,95.6,2026-05,FlashReport_May2026.pdf
1734,618001,N24001416,,"Construction of 4-lane flyover at Amberpet-X road, Hyderabad on NH-202 in the State of Telangana",Telangana,MoRTH,2018-05,2023-06,2026-06,216.53,265.88,156.4,92.1,2026-05,FlashReport_May2026.pdf
1735,618025,N24000997,,Rehabiitation and upgradation from km 121/000 to 154/000 Nakrekal to Mallampally section of NH-365 to 2 lane with paved shoulders in the state of Telangana in the EPC mode,Telangana,MoRTH,2018-03,2019-12,2026-08,192.67,192.67,141.81,96,2026-05,FlashReport_May2026.pdf
1736,618026,N24000996,10165,Rehabilitation and upgradation to two lane with paved shoulders from Km 0/000 to 72/6 of NH-365 Nakrekal to Tanamcherla section under NHDP IV in the state of Telangana under EPC mode,Telangana,MoRTH,2017-06,2019-10,2026-05,605.08,605.08,585.2,99.9,2026-05,FlashReport_May2026.pdf
1737,618091,,10177,Widening to two lane with paved shoulders from Km 0/000 to Km 45/946 of Nizampet- Narayankhed-bidar section of NH-161B in the state of Telangana under Annual Plan 2021-22 on EPC mode under NHO,Telangana,MoRTH,2022-03,2026-02,2027-03,512.98,512.98,117.6,41.97,2026-05,FlashReport_May2026.pdf
1738,618104,N24002007,10183,Widening to two lane with paved shoulders from Km 0/000 to Km 79/300 of Kalwakurthy - Kollapur section of NH-167K in the state of Telangana under annual plan 2021-22 on EPC mode under NHO.,Telangana,MoRTH,2022-03,2025-07,2026-07,886.69,886.69,584.84,86.74,2026-05,FlashReport_May2026.pdf
1739,618105,N24002010,10184,Widening and strengthening to 4 lane / 2-lane with paved shoulders of Mahabubnagar - Chincholi section from km 60/255 to Km 102/834 of NH-167N in the State of Telangana on EPC mode.,Telangana,MoRTH,2022-03,2025-10,2026-11,631.49,631.49,92.56,30.8,2026-05,FlashReport_May2026.pdf
1740,618106,N24002009,10185,Widening and Strengthening to 2/4 lane with paved shoulders of Mahabubnagar Chincholi section from Km 0/0 to Km 60/255 of NH-167N in the state of Telangana under Annual plan 2021-22 on EPC modepackage-I under NHO Job No.167N-TS- 2021-22-75,Telangana,MoRTH,2022-01,2025-01,2026-05,703.68,703.68,279.83,90.69,2026-05,FlashReport_May2026.pdf
1741,618130,,,Widening to 2 lane with paved shoulders from 0.00 to 32.970 ofAdilabadto Bela section of NH 353B in the State of Telangana,Telangana,MoRTH,2022-10,2026-05,2026-06,490.92,490.92,0,76.02,2026-05,FlashReport_May2026.pdf
1742,618132,N24000989,,Widening & strengthening of existing carriageway in 2 lane with paved shoulders from km 25/0 to 59/2 design Ch km 25.467 to 59.200 of NH - 353C on EPC mode in the state of Telangana,Telangana,MoRTH,2018-02,2020-06,,206.13,206.13,152.77,98.57,2026-05,FlashReport_May2026.pdf
1743,618140,,,Widening to two/four lane with paved shoulders from Km.34.250 to Km.71.830 of NH- 365A on Kodad-Khammam-Kurvi road.,Telangana,MoRTH,2022-10,2027-01,2027-01,445.76,445.76,18.32,9.22,2026-05,FlashReport_May2026.pdf
1744,618141,N24001450,,Widening and Improvement of existing carriage way to 2 lane with paved shoulders from Km. 86/160 to 131/730 of Jangaon-Duddeda section of NH-365B in the State of Telangana on EPC Mode,Telangana,MoRTH,2022-01,2024-12,2026-06,423.48,423.48,160.2,77.34,2026-05,FlashReport_May2026.pdf
1745,618142,N24002025,,Widening to Two lane with Paved shoulders from km.40/410 to 84/037 of Thirumanlagiri-- Suryapet Section of NH-365B earstwhile section of SH-16,Telangana,MoRTH,2017-01,2019-05,2019-09,244.54,244.54,0,99.96,2026-05,FlashReport_May2026.pdf
1746,618143,N24000983,,widening to two lane with Paved shoulders from Km.0/970 to Km.40/410 of Jangaon - Thirumal giriof NH- 365B in the state of Telanganaon EPC mode under NHO Annual Plan 2016-17,Telangana,MoRTH,2017-03,2019-10,2019-10,197,197,0,92.74,2026-05,FlashReport_May2026.pdf
1747,618182,,,Widening to Two lane with paved shoulders from 106/830 to 158/496 of Yellareddy- Rudrur Section of NH-765D in the state of Telangana on EPC mode under NHO under Annual plan 2022-23,Telangana,MoRTH,2022-10,2026-07,2026-07,499.88,499.88,187.35,64.11,2026-05,FlashReport_May2026.pdf
1748,618183,,,Widening to 2 lane with paved shoulders from Km 62/920 to km 106/830 of Medak - Yellareddy section in the State of Telangana under Annual Plan 2022-23 on EPC mode under NHO,Telangana,MoRTH,2022-10,2026-08,2026-08,399.01,399.01,0,66.04,2026-05,FlashReport_May2026.pdf
1749,618186,N24002003,10201,"Rehabilitation and Up-gradation of Valigonda to Thorrur Section to Two Lane with Paved Shoulders from Km 39.180 to Km 108.300 of NH-930P in the State of Telangana on Engineering, Procurement and Construction EPC Basis",Telangana,MoRTH,2022-01,2024-12,2026-09,549.28,549.28,296.89,94.01,2026-05,FlashReport_May2026.pdf
1750,618190,N24002005,10204,Widening to two lane with paved shoulders of 'Bodhan Basar Bhainsa ' section from Km 38/900 to 95/300 of NH-161BB in the state of Telangana under Annual Plan 2021- 22 on EPC Mode under NH O.,Telangana,MoRTH,2022-03,2025-03,2026-06,644.45,644.45,350.2,98.6,2026-05,FlashReport_May2026.pdf
1751,618196,N24002008,10205,Widening to 2 lane with Paved Shoulders of Siddipet-Elkathurthy section from Km 69/978 to km 133/619 of NH-765DG in the State of Telangana under Annual plan 2021-22 on EPC mode,Telangana,MoRTH,2022-01,2024-12,2026-06,578.85,578.85,0,85,2026-05,FlashReport_May2026.pdf
1752,618197,N24002001,10206,Widening to 2 lane with Paved Shoulders of Medak - Siddipet section from Km 0/0 to km 69/978 of NH-765DG in the State of Telangana under Annual plan 2021-22 on EPC mode,Telangana,MoRTH,2022-01,2025-01,2026-12,882.18,882.18,347.73,74.06,2026-05,FlashReport_May2026.pdf
1753,618558,N24001555,10404,Improvement of Geometrics of Kalkallu to Gundla Pochanpalli from Km 454.00 to Km 471.00 of NH-44,Telangana,National Highways Authority of India [NHAI],2022-03,2025-01,2026-07,955.49,903.17,427.43,35.96,2026-05,FlashReport_May2026.pdf
1754,618559,N24001556,10405,6L of existing 4L from Gundlapochampally to Bowenpally from km 471.300 to km 481.331 of NH-44,Telangana,National Highways Authority of India [NHAI],2021-12,2024-07,2026-04,521.53,528.21,256.53,50.5,2026-05,FlashReport_May2026.pdf
1755,618560,N24002082,10406,Improvement of Geometrics of Thondupally to Kothur from Km 22.300 to Km 34.14 of NH-44,Telangana,National Highways Authority of India [NHAI],2022-03,2024-09,,541.58,527.43,72.23,17.05,2026-05,FlashReport_May2026.pdf
1756,618746,N24001482,10533,Khammam-Devarapalle Pkg I [4L Access Controlled Greenfield from Thallampadu village to Somavaram village Design Chainage 0000 to 33604],Telangana,National Highways Authority of India [NHAI],2021-01,2024-10,2026-10,797.36,1337.18,635.37,96.4,2026-05,FlashReport_May2026.pdf
1757,618765,N24002083,10546,4L of Karimnagar-Warangal section from km 49.500 to km 117.820 of NH-563,Telangana,National Highways Authority of India [NHAI],2022-03,2025-07,2026-07,2146.86,2486.51,962.12,92.4,2026-05,FlashReport_May2026.pdf
1758,618811,,10578,4L Access Controlled Greenfield Highway Section Mancherial Warangal from Pangidipalle village at Design Ch. 72.350 Km to Oorugonda village at Design Ch. 112.240 KmPackage-III,Telangana,National Highways Authority of India [NHAI],2023-03,2027-06,2027-06,1183.71,1170.64,83.68,0,2026-05,FlashReport_May2026.pdf
1759,618812,,10579,4L Access Controlled Greenfield Section Mancherial Warangal from Puttapaka village at Design Ch. 35.300 Km to Pangidipalle village at Design Ch. 72.350 KmPackage-II,Telangana,National Highways Authority of India [NHAI],2023-01,2027-06,2027-12,1129.33,1145.41,79.95,6.33,2026-05,FlashReport_May2026.pdf
1760,618813,,10580,4L Access Controlled Greenfield Section Mancherial Warangal from Narva village at Design Ch. 3.834 Km to Puttapaka village at Design Ch. 35.300 Km Package-I,Telangana,National Highways Authority of India [NHAI],2023-03,2026-12,2027-10,1127.9,1104.27,110.98,9.2,2026-05,FlashReport_May2026.pdf
1761,618815,,10582,4L Access Controlled Greenfield Highway section on NH-163G Warangal-Khammam from Venkatpur village in Warangal District at Design Ch. 150.240 Km to Thallasenkesa village in Mahabubabed District at Design Ch. 189.650 kmPackage-II,Telangana,National Highways Authority of India [NHAI],2023-03,2026-04,2027-03,1092.88,1083.11,304.91,70.76,2026-05,FlashReport_May2026.pdf
1762,618816,,10583,4L Access Controlled Greenfield Highway section on NH-163G Warangal-Khammam from Thallasenkesa village at Design Ch. 189.650 km to V.Vekatayapalem village in Khammam District at Design Ch. 220.480 KmPackage-III,Telangana,National Highways Authority of India [NHAI],2023-03,2027-07,2027-07,1105.25,1098.05,108.59,6.46,2026-05,FlashReport_May2026.pdf
1763,618817,,10584,4L Access Controlled Greenfield Highway section on NH-163G Khammam Vijayawada from V. Venkatayapalem village at Design Ch. 220.480 Km to BrahmanapalliK village at Design Ch. 250.400 Km Package-I.,Telangana,National Highways Authority of India [NHAI],2023-03,2027-03,2027-06,973.45,1021.96,228.13,43.1,2026-05,FlashReport_May2026.pdf
1764,618944,,10682,Hyderabad - Maneguda,Telangana,National Highways Authority of India [NHAI],2021-10,2026-11,2027-05,958.86,1218.49,212.78,20.4,2026-05,FlashReport_May2026.pdf
1765,618945,N24001522,10683,4L of Kodad Design Km 0.00/Existing Km 185.00 of NH-65 to Khammam Design Km 31.800/Existing Km 29.400 of NH-365A,Telangana,National Highways Authority of India [NHAI],2021-01,2024-05,2026-06,1149.17,1606.99,787.9,99.98,2026-05,FlashReport_May2026.pdf
1766,619009,,12154,Upgradation to Two Lane with Paved Shoulders from Km 0.000 to Km 41.920 Green Field Alignment of Gowrelly to Valigonda Section of NH-930P in the State of Telangana on EPC Mode under Annual Plan 2022-23,Telangana,MoRTH,2022-11,2028-04,2028-03,690.33,690.33,0,0,2026-05,FlashReport_May2026.pdf
1767,619128,N24001483,11797,Khammam-Devarapalle Pkg II [4L Access Controlled Greenfield from Somavaram village to Chintagudem village Design Chainage 33604 to 63117],Telangana,National Highways Authority of India [NHAI],2021-01,2024-09,2026-06,615.78,981.64,431.67,98.02,2026-05,FlashReport_May2026.pdf
1768,619165,,,Thanamcherla-Jamandlapally 2LPS,Telangana,National Highways Authority of India [NHAI],2013-11,2023-02,2026-07,177.18,18.65,8.31,100,2026-05,FlashReport_May2026.pdf
1769,619193,,,Rehabilitation and upgradation of NH-221 from km 121/0 to 165/0 Rudrampur to Bhadrachalam section to two lane with paved shoulder under NHDPIV in the state of Telangana through EPC mode,Telangana,MoRTH,2015-01,2017-02,2026-06,295.47,334.82,375.14,82.76,2026-05,FlashReport_May2026.pdf
1770,619253,,12153,Construction of 4 lane Bypass to Nalgonda Town lrorn Km 000 Existing Ch. 181590 to Km 14.00 Existing Ch. 28/685 ol Nakrekal to Nagarjunsagar Section of NH -565 in the State of Telangara on EPC under Annual Plan 2024 -25,Telangana,MoRTH,2024-10,2027-10,2027-10,516.17,516.17,0,47.2,2026-05,FlashReport_May2026.pdf
1771,618350,N24002205,10272,Improvement & widening of existing NH-08 to 4-lane with Paved Shoulder from Champak Nagar to Khayerpur section design Km 242500 to Km 261610 in the state of Tripura on EPC basis under NHO-NE,Tripura,NHIDCL,2023-12,2026-09,2027-03,920.66,920.66,0,43.8,2026-05,FlashReport_May2026.pdf
1772,618367,N24002228,10282,Improvement and Widening to 2-lane with paved shoulder of road from design Km 72.000 Pati Chhari to design Km 107.654 Harina Total length 35.654 Km on Teliamura to Harina section of NH 208 in the state of Tripura on EPC mode under JICA ODA Loan Phase VI Package-4,Tripura,NHIDCL,2024-01,2026-12,2027-06,726.9,726.9,213.5,8.95,2026-05,FlashReport_May2026.pdf
1773,618368,N24002162,10283,Improvement and Widening to 2-lane with paved shoulder of road from design Km 36.000 Rangamati to design Km 72.000 Pati Chhari Total length 36.000 Km on Teliamura to Harina section of NH 208 in the state of Tripura on EPC mode under JICA ODA Loan Phase VI Package-3,Tripura,NHIDCL,2024-01,2026-09,2027-05,670.9,670.9,0,14.1,2026-05,FlashReport_May2026.pdf
1774,618369,N24002161,10284,Improvement and Widening to 2-lane with paved shoulder of road from existing Km 438.170 Khowai Chowmuhani to existing Km 439.410 South Pulinpur of NH-08 and from design Km 0.000 South Pulinpur to design Km 36.00 near Rangamati of NH 208 on Khowai Teliamura- Harina section Total length 37.24 in the state of Tripura on EPC mode under JICA ODA Loan Phase VI Package-2,Tripura,NHIDCL,2024-01,2026-09,2027-03,657.21,657.21,0,60.05,2026-05,FlashReport_May2026.pdf
1775,618370,N24002160,,Improvement and Widening to 2-lane with paved shoulder of road from Km 101.300 to km 127.319 Total Length 26.019 Km i.e. the Khowai Teliamura-Amarpur-Harina- Sabroom section of NH 208 in the state of Tripura on EPC under JICA ODA Loan Phase VI Package-1,Tripura,NHIDCL,2024-01,2026-07,2026-12,431.78,431.78,0,58.12,2026-05,FlashReport_May2026.pdf
1776,618385,N24002159,,Rehabilitation and up-gradation of road from design km 25.250 to km 36.460 Total lengh 11.210 km of Kailashahar-Kurti Bridge section on NH-208A to 2-lane with paved shoulder on EPC basis under NHO Package-III- Balance Work,Tripura,NHIDCL,2020-02,2026-03,2026-03,174.43,174.43,0,41.9,2026-05,FlashReport_May2026.pdf
1777,618386,N24001263,,Rehabilitation & Upgradation of Road from Km 0.00 to Km 18.600 Total length-18.600 km of Kumarghat-Kailashahar section on NH-208 to 2-lane with Paved shoulder on EPC bais under NHO,Tripura,NHIDCL,2020-02,2022-01,2024-10,277.5,302.03,0,0,2026-05,FlashReport_May2026.pdf
1778,618411,N24001914,,Melaghar-Srimantapur section on NH-08 Spur from Km 23 to Km 34.500 11.5 Km and overlay from Km 20.30 to Km 22.00 1.7 Km Total Length 13.2 Km,Tripura,NHIDCL,2023-01,2024-11,2026-06,195.95,195.95,86.33,70.13,2026-05,FlashReport_May2026.pdf
1779,618417,N24002132,10305,"Construction of 4-Lane with paved shoulder Agartala bypass Western side, length 25.402 km connecting NH-8 near Amtali to NH-108B near Lembuchhera in the state of Tripura on EPC basis under NHO-NE",Tripura,NHIDCL,2023-03,2027-03,2027-03,2026.05,2026.05,318.48,9.2,2026-05,FlashReport_May2026.pdf
1780,617957,N24002120,,Construction of Jasra Bypass with four lane paved shoulder configurationfrom Km 379.670 on NH-76New NH-35 to Km 18.00 on NH-27New NH-30 on EPC in the State of Uttar Pradesh.,Uttar Pradesh,MoRTH,2023-02,2025-09,,274.06,274.06,0,91.85,2026-05,FlashReport_May2026.pdf
1781,617963,N24002211,,Rehabilitation and upgradation to four lane road from km 70.500 to km 78.600 of NH- 92 under EPC mode in the State of Uttar Pradesh,Uttar Pradesh,MoRTH,2022-01,2027-01,2027-07,296.02,351.78,0,33,2026-05,FlashReport_May2026.pdf
1782,617964,N24002199,,"Widening to Four Lane rigid pavement configuration from Km 90.00 to Km 100.800 on NH-96 Km 42.0 to Km 53.300 as per new NH-330,design length of 11.300 km under EPC mode in the state of Uttar Pradesh.",Uttar Pradesh,MoRTH,2022-12,2026-11,2026-11,309.63,309.63,37.26,26,2026-05,FlashReport_May2026.pdf
1783,618008,N24001730,,"Construction of four-lane elevated viaduct from km.4634 to km.6345 on NH-24A including Retaining wall, service lane, at grade road and improvement of junctions, on EPC mode",Uttar Pradesh,MoRTH,2021-03,2023-09,2024-12,185.09,269.81,175.09,100,2026-05,FlashReport_May2026.pdf
1784,618009,N24000331,,Balance work of Construction of Ring Road for Raebareli City on eastern side of NH- 24B Phase-1 on EPC mode.,Uttar Pradesh,MoRTH,2019-12,2022-04,2026-07,319.96,347.8,0,95,2026-05,FlashReport_May2026.pdf
1785,618054,N24002150,10171,Construction of Balrampur bypass with 2L flexible pavement configuration from km.223.000 of NH-330 to km.328.300 of NH-730 under EPC mode,Uttar Pradesh,MoRTH,2022-12,2026-02,2026-08,515.69,515.69,118.71,52,2026-05,FlashReport_May2026.pdf
1786,618055,N24002016,,Construction of Pratapgarh Bypass Extension connecting NH-31 to NH-330 on EPC mode in the State of Uttar Pradesh.,Uttar Pradesh,MoRTH,2022-10,2025-06,2026-09,225.17,225.17,0,73,2026-05,FlashReport_May2026.pdf
1787,618056,N24002121,,Improvement and Up-gradation to two Lane with Paved Shoulder Configuration from existing km. 420.00 Shohrathgarh to km. 454.00 Uska Bazar of NH-730 in the state of Uttar Pradesh EPC basis,Uttar Pradesh,MoRTH,2022-01,2025-09,2026-12,509.65,484.42,106.67,56,2026-05,FlashReport_May2026.pdf
1788,618057,N24001997,,Construction of Shohratgarh Bypass on NH-730 under EPC mode in the State of Uttar Pradesh,Uttar Pradesh,MoRTH,2022-10,2025-05,2026-12,189.31,189.31,0,50,2026-05,FlashReport_May2026.pdf
1789,618063,N24001587,,Widening & Strenghteningof section from Bharthana chowk to Kodarkoot km.0.00 to km.40.00 of NH-91-A on EPC mode,Uttar Pradesh,MoRTH,2020-03,2024-09,2026-09,262.37,343.77,115.39,92,2026-05,FlashReport_May2026.pdf
1790,618066,N24002214,,Construction of Amethi bypass Part-II at km.30.050 of NH-931 under EPC mode in the state of Uttar Pradesh,Uttar Pradesh,MoRTH,2022-12,2027-02,2027-02,283.86,283.86,31.97,44,2026-05,FlashReport_May2026.pdf
1791,618067,,10172,"Rehabilitation & Up-gradation from design Km. 0.000 to Km. 69.280 of NH-931 Pratapgarh - Amethi - Gauriganj -Musafirkhana to two lane with paved shoulder on Engineering, Procurement & Construction EpC mode in the State of Uttar Pradesh",Uttar Pradesh,MoRTH,2023-05,2027-11,2027-11,1086.3,1086.3,0,5,2026-05,FlashReport_May2026.pdf
1792,618075,N24002031,10174,Construction of two lane with paved shoulder from existing Km.0.000 to Km.55.610 design km. 0.000 to km. 54.048 of NH-124D,Uttar Pradesh,MoRTH,2021-12,2026-02,2026-09,840.93,773.58,185.58,71,2026-05,FlashReport_May2026.pdf
1793,618081,N24002115,,Construction of Mariahu Bypass with four lane paved shoulder configuration Km. 53.540 to Km.59.200 of NH-135A on EPC mode in the state of Uttar Pradesh,Uttar Pradesh,MoRTH,2023-03,2026-02,2026-09,438.24,362.39,0,52,2026-05,FlashReport_May2026.pdf
1794,618082,N24001479,,Widening & Upgradation to four lane configuration from Km.34.900 Bhadohi to km.73.134 Jaunpur of NH-135A on EPC mode,Uttar Pradesh,MoRTH,2021-03,2024-05,2026-09,395.62,392.03,0,94,2026-05,FlashReport_May2026.pdf
1795,618110,N24001469,,Improvement and upgradation to two lane with Paved Shoulder configuration from existing km 55.00 to km 90.00 Design length 34.76 of NH-227A near Chhapia Village to near Sikriganj in the State of UP on EPC Mode.,Uttar Pradesh,MoRTH,2021-11,2024-05,2025-07,307.11,307.11,125.88,0,2026-05,FlashReport_May2026.pdf
1796,618111,N24002015,,Improvement and upgradation to two lane with paved shoulder configuration from existing km 90.00 to 130.00 Design length 39.15 of NH-227A near Sikriganj to Barhalganj in the State of UP on EPC Mode.,Uttar Pradesh,MoRTH,2021-08,2025-06,2026-06,403.36,345.34,0,94,2026-05,FlashReport_May2026.pdf
1797,618112,N24002240,10186,"Improvement and up-gradation of NH-227B 84 Kosi Parikrama Marg Package I, from km 228.920 Jagarnathpur to Km 235.960/0.000 MakhaudaDham to Km 29.000 Sarpur in the State of Uttar Pradesh on EPC basis",Uttar Pradesh,MoRTH,2022-03,2026-11,2026-11,912.5,912.5,1.9,4,2026-05,FlashReport_May2026.pdf
1798,618113,N24002241,10187,"Improvement and up-gradation of NH-227B 84 Kosi Parikrama Marg Package III, from Km.47.800 Gosaiganj to Km.73.300 Bikapur in the State of Uttar Pradesh on EPC basis.",Uttar Pradesh,MoRTH,2022-03,2026-11,2026-11,587.97,587.97,47.45,39,2026-05,FlashReport_May2026.pdf
1799,618114,,12089,"Improvement and up-gradation of NH-227B 84 Kosi Parikrama Marg PackageV, from Design Km.140.960 Patranga to Km.160.200 Bahuvan Madar Majha on EPC mode in the State of Uttar Pradesh",Uttar Pradesh,MoRTH,2023-03,2028-08,2028-08,1192.33,1192.33,0,2,2026-05,FlashReport_May2026.pdf
1800,618116,,,lmprovement and Up-gradation from Km. 73.300 Bikapur to Km.140.960 Patranga of NH-227B 84 Kosi Parikrama Marg to 2LPS along with Parikrama Path,Uttar Pradesh,MoRTH,2022-11,2028-01,2028-01,1679.75,1679.75,97.67,34.5,2026-05,FlashReport_May2026.pdf
1801,618124,N24002116,,Rehabilitation and upgradation from km 51.600 to km 75.700 of NH-321G Nuhkhas to Etah section to two lane with paved shoulder configuration under EPC mode in the State of Uttar Pradesh,Uttar Pradesh,MoRTH,2022-01,2025-08,2026-09,343.54,343.54,83.27,65,2026-05,FlashReport_May2026.pdf
1802,618162,,,"Improvement and up-gradation to 2LPS of NH-227B 84-Kosi Parikrama Marg PackageVI, Design Km 160200 Bahuvan Madar Majha to Km 224040 Jagarnathpur under HAM",Uttar Pradesh,MoRTH,2023-05,2028-01,2028-01,2008.7,2008.7,0,12,2026-05,FlashReport_May2026.pdf
1803,618163,N24001418,10195,"Rehabilitation and Up-gradation from km. 0000 to km.40390 of NH-730S MaharajganjNichloulThuthibari to two lane with paved shoulders in the State of U.P. on Engineering, Procurement & Construction EPC Basis.",Uttar Pradesh,MoRTH,2023-03,2025-12,2026-12,809.25,603.19,0,59,2026-05,FlashReport_May2026.pdf
1804,618164,N24001419,10196,Construction of four lane highway with paved shoulder from Km.74.700 to Km.112.950 of NH-731A i/c Yamuna Bridge on HAM in the state of Uttar Pradesh.,Uttar Pradesh,MoRTH,2022-03,2026-06,2026-07,1141.67,1157.31,0,86,2026-05,FlashReport_May2026.pdf
1805,618165,N24001545,10197,Construction of 4-lane highway with paved shoulders from Km 49.155 to Km 74.700 of NH-731A on Hybrid Annuity Mode in the state of Uttar Pradesh,Uttar Pradesh,MoRTH,2022-01,2026-01,2026-06,1156.72,1156.72,0,100,2026-05,FlashReport_May2026.pdf
1806,618166,N24001647,10198,Construction of 4-lane green field highway from Km. 35.000 to Km. 49.155 of NH- 731A with paved shoulders on Hybrid Annuity Mode in the state of Uttar Pradesh,Uttar Pradesh,MoRTH,2022-01,2025-10,2026-06,697.66,697.66,0.04,100,2026-05,FlashReport_May2026.pdf
1807,618167,N24001590,,Rehabilitation & Upgradation of NH-731A from Km.0.00 to Km.35.00 to 2-lane with paved shoulder under EPC mode,Uttar Pradesh,MoRTH,2021-03,2023-08,2026-06,264.86,264.86,0,93,2026-05,FlashReport_May2026.pdf
1808,618168,N24001792,10199,Widening to four lane with paved shoulder from Design Km.49.200 to Km.89.285 of NH-731B on EPC mode in the state of Uttar Pradesh,Uttar Pradesh,MoRTH,2022-03,2026-01,2027-01,917.91,965.3,128,56,2026-05,FlashReport_May2026.pdf
